source,ticket_id,title,description,priority,status,component,reporter,assignee,environment,sdlc_phase,created_date,resolved_date,time_spent_minutes,browser,os,resolution_days,bug_type
JIRA,JIRA-2311,Search results return wrong data,Bug found in api module.,Unknown,Resolved,Notifications,product@company.com,qa.team@company.com,Development,Requirements,2024-12-04 17:36:00,2024-12-04 22:36:00,,Chrome,Linux,0.0,Data Integrity
JIRA,JIRA-1173,User permissions not applied correctly,Bug found in payment module.,High,Open,Authentication,Unknown,jane.smith@company.com,Development,Design,2024-05-26 08:15:00,,,Chrome,iOS,,Security
JIRA,JIRA-1764,Password reset link expired instantly,Bug found in api module.,High,Open,Database,Unknown,john.doe@company.com,Testing,Design,2024-10-04 20:28:00,,480.0,Chrome,Linux,,Functional
JIRA,JIRA-1856,Null pointer exception in auth module,Bug found in db module.,Low,In Progress,API,Unknown,Unknown,Production,Requirements,2024-06-23 04:52:00,,,Safari,macOS,,Crash/Fatal
JIRA,JIRA-2028,Memory leak in background service,Bug found in auth module.,Medium,Open,Notifications,Unknown,john.doe@company.com,Production,Development,2024-11-25 03:20:00,2024-12-24 02:20:00,135.0,Safari,macOS,28.0,Performance
JIRA,JIRA-1416,Login button not responding on mobile,Bug found in auth module.,Critical,Closed,Notifications,Unknown,john.doe@company.com,Production,Development,2024-07-28 01:53:00,,,,,,UI/Visual
JIRA,JIRA-1038,API rate limiter not working,Bug found in payment module.,Medium,Resolved,Notifications,product@company.com,Unknown,Production,Development,2024-07-13 09:09:00,,120.0,Chrome,Linux,,API/Integration
JIRA,JIRA-2244,Password reset link expired instantly,Bug found in api module.,Low,In Progress,Dashboard,Unknown,qa.team@company.com,Development,Deployment,,,480.0,Chrome,Windows,,Functional
JIRA,JIRA-1746,Form validation bypassed on submit,Bug found in payment module.,Critical,Open,Payment,Unknown,Unknown,Development,Unknown,2024-01-31 14:24:00,,30.3,Internet Explorer,Linux,,Functional
JIRA,JIRA-2170,API rate limiter not working,Bug found in api module.,Medium,Closed,Payment,dev.lead@company.com,john.doe@company.com,Staging,Development,2024-06-25 05:20:00,,340.0,Firefox,Android,,API/Integration
JIRA,JIRA-1068,Payment gateway returns 500 error,Bug found in payment module.,Low,In Progress,Database,qa.team@company.com,qa.team@company.com,Staging,Unknown,2024-12-12 18:16:00,2024-12-16 00:00:00,,Safari,macOS,3.0,API/Integration
JIRA,JIRA-1298,Chart rendering fails with large datasets,Bug found in auth module.,Critical,Closed,Dashboard,Unknown,product@company.com,Production,Requirements,2024-08-19 12:21:00,2024-08-26 00:00:00,39.7,Firefox,Windows,6.0,Data Integrity
JIRA,JIRA-2284,File upload fails for PDF files,Bug found in api module.,Low,Open,Database,jane.smith@company.com,dev.lead@company.com,Development,Design,2024-10-24 00:43:00,2024-10-27 00:00:00,398.0,Chrome,Android,2.0,Functional
JIRA,JIRA-2751,Form validation bypassed on submit,Bug found in db module.,Critical,In Progress,Unknown,Unknown,dev.lead@company.com,Staging,Requirements,2024-07-18 12:00:00,2024-08-05 00:00:00,,,,17.0,Functional
JIRA,JIRA-2760,Payment gateway returns 500 error,Bug found in dashboard module.,Critical,In Progress,Dashboard,jane.smith@company.com,john.doe@company.com,Development,Testing,2024-12-18 14:51:00,,,Internet Explorer,,,API/Integration
JIRA,JIRA-2416,Timezone conversion incorrect,Bug found in auth module.,Low,Open,Dashboard,dev.lead@company.com,jane.smith@company.com,Production,Requirements,2024-07-26 03:38:00,,,Chrome,iOS,,Functional
JIRA,JIRA-2840,Null pointer exception in auth module,Bug found in payment module.,High,Open,API,qa.team@company.com,Unknown,Staging,Requirements,2024-09-23 12:15:00,,,Firefox,Windows,,Crash/Fatal
JIRA,JIRA-1410,Search results return wrong data,Bug found in db module.,Low,Open,Database,john.doe@company.com,john.doe@company.com,Development,Testing,2024-04-24 16:23:00,,120.0,Firefox,Linux,,Data Integrity
JIRA,JIRA-2977,Session timeout too short,Bug found in api module.,High,Closed,Database,product@company.com,john.doe@company.com,Production,Requirements,,2024-06-11 00:00:00,,Internet Explorer,Windows,,Performance
JIRA,JIRA-2949,Chart rendering fails with large datasets,Bug found in db module.,Unknown,Closed,Payment,qa.team@company.com,Unknown,Testing,Design,2024-07-30 20:28:00,2024-07-31 00:00:00,,Edge,Linux,0.0,Data Integrity
JIRA,JIRA-1439,Database timeout on user search,Bug found in dashboard module.,High,Closed,API,john.doe@company.com,Unknown,Development,Design,,,,Safari,Windows,,Performance
JIRA,JIRA-1482,Payment gateway returns 500 error,Bug found in auth module.,High,Closed,Database,Unknown,john.doe@company.com,Production,Deployment,2024-03-07 01:30:00,,,Safari,macOS,,API/Integration
JIRA,JIRA-1321,Export to CSV produces empty file,Bug found in dashboard module.,Critical,In Progress,Notifications,Unknown,john.doe@company.com,Production,Development,2024-09-21 16:45:00,,,Safari,Android,,Functional
JIRA,JIRA-1778,Search results return wrong data,Bug found in dashboard module.,Unknown,In Progress,Notifications,Unknown,jane.smith@company.com,Staging,Development,2024-08-05 19:04:00,2024-08-27 23:04:00,0.5,Chrome,macOS,22.0,Data Integrity
JIRA,JIRA-1048,File upload fails for PDF files,Bug found in dashboard module.,Critical,Open,Payment,jane.smith@company.com,john.doe@company.com,Staging,Testing,2024-11-08 10:34:00,,120.0,Internet Explorer,Linux,,Functional
JIRA,JIRA-1047,Memory leak in background service,Bug found in payment module.,Critical,Closed,Database,dev.lead@company.com,Unknown,Testing,Unknown,2024-08-01 04:40:00,,,Chrome,Linux,,Performance
JIRA,JIRA-2929,Slow query on reports page,Bug found in auth module.,Low,Open,API,Unknown,john.doe@company.com,Development,Testing,,2024-02-19 22:12:00,,Chrome,Linux,,Performance
JIRA,JIRA-1943,Export to CSV produces empty file,Bug found in auth module.,High,In Progress,API,john.doe@company.com,Unknown,Staging,Development,2024-08-16 10:37:00,2024-09-11 00:00:00,,Chrome,macOS,25.0,Functional
JIRA,JIRA-1054,Password reset link expired instantly,Bug found in auth module.,Low,Resolved,Database,Unknown,john.doe@company.com,Staging,Deployment,2024-06-13 10:09:00,2024-07-06 00:00:00,4.2,Safari,Android,22.0,Functional
JIRA,JIRA-1831,Mobile app crashes on startup,Bug found in api module.,Low,Resolved,Notifications,Unknown,Unknown,Development,Development,2024-06-03 19:58:00,,480.0,Internet Explorer,Linux,,Crash/Fatal
JIRA,JIRA-2993,API rate limiter not working,Bug found in db module.,Unknown,In Progress,Dashboard,Unknown,Unknown,Unknown,Requirements,2024-06-25 02:42:00,,480.0,,Linux,,API/Integration
JIRA,JIRA-2336,Timezone conversion incorrect,Bug found in db module.,Critical,Resolved,Dashboard,Unknown,product@company.com,Production,Development,2024-10-06 19:08:00,,480.0,Internet Explorer,Windows,,Functional
JIRA,JIRA-2130,UI overlapping on dashboard widgets,Bug found in dashboard module.,Critical,In Progress,API,jane.smith@company.com,product@company.com,Staging,Deployment,2024-06-03 22:15:00,,298.0,Chrome,,,UI/Visual
JIRA,JIRA-2824,Chart rendering fails with large datasets,Bug found in auth module.,Low,Resolved,Authentication,Unknown,Unknown,Production,Unknown,2024-01-29 18:14:00,2024-02-20 18:44:00,,Firefox,macOS,22.0,Data Integrity
JIRA,JIRA-2180,Login button not responding on mobile,Bug found in api module.,Low,Open,Payment,john.doe@company.com,Unknown,Unknown,Development,,,,Chrome,iOS,,UI/Visual
JIRA,JIRA-2534,Chart rendering fails with large datasets,Bug found in api module.,Critical,Open,Unknown,Unknown,jane.smith@company.com,Development,Testing,2024-03-20 20:54:00,2024-04-15 02:54:00,,Safari,,25.0,Data Integrity
JIRA,JIRA-1131,Timezone conversion incorrect,Bug found in auth module.,Medium,Closed,Unknown,Unknown,product@company.com,Production,Requirements,2024-07-29 21:27:00,,,Firefox,macOS,,Functional
JIRA,JIRA-1252,Payment gateway returns 500 error,Bug found in auth module.,Critical,Unknown,Payment,Unknown,Unknown,Development,Requirements,,,19.9,Internet Explorer,Windows,,API/Integration
JIRA,JIRA-1225,UI overlapping on dashboard widgets,Bug found in dashboard module.,Low,Unknown,Payment,dev.lead@company.com,product@company.com,Production,Development,2024-10-18 15:58:00,2024-11-18 12:58:00,,Edge,macOS,30.0,UI/Visual
JIRA,JIRA-2029,Chart rendering fails with large datasets,Bug found in auth module.,High,Closed,Authentication,qa.team@company.com,Unknown,Testing,Design,2024-01-04 18:49:00,,120.0,Firefox,Android,,Data Integrity
JIRA,JIRA-2798,Memory leak in background service,Bug found in dashboard module.,Medium,In Progress,Dashboard,john.doe@company.com,qa.team@company.com,Development,Development,2024-12-15 02:47:00,2024-12-16 00:00:00,7.9,Safari,Windows,0.0,Performance
JIRA,JIRA-1395,Payment gateway returns 500 error,Bug found in api module.,Low,In Progress,API,Unknown,qa.team@company.com,Testing,Requirements,2024-08-24 12:10:00,,,Internet Explorer,,,API/Integration
JIRA,JIRA-2969,Memory leak in background service,Bug found in auth module.,Critical,Unknown,Dashboard,john.doe@company.com,Unknown,Production,Unknown,2024-02-08 16:35:00,2024-02-28 06:35:00,480.0,,macOS,19.0,Performance
JIRA,JIRA-2957,Session timeout too short,Bug found in auth module.,High,In Progress,Authentication,Unknown,qa.team@company.com,Development,Testing,,2024-05-15 07:24:00,17.2,Edge,,,Performance
JIRA,JIRA-1184,Export to CSV produces empty file,Bug found in auth module.,Critical,In Progress,Dashboard,qa.team@company.com,john.doe@company.com,Testing,Development,2024-04-17 03:33:00,,4.8,Internet Explorer,Windows,,Functional
JIRA,JIRA-2573,Search results return wrong data,Bug found in payment module.,High,Closed,Authentication,Unknown,product@company.com,Unknown,Unknown,2024-11-26 02:03:00,2024-12-09 06:33:00,,Internet Explorer,macOS,13.0,Data Integrity
JIRA,JIRA-1042,Login button not responding on mobile,Bug found in api module.,Medium,Open,Database,dev.lead@company.com,Unknown,Unknown,Testing,,,,Firefox,iOS,,UI/Visual
JIRA,JIRA-1732,Payment gateway returns 500 error,Bug found in auth module.,Low,Closed,Database,john.doe@company.com,Unknown,Production,Testing,,2024-04-28 02:43:00,480.0,Firefox,Windows,,API/Integration
JIRA,JIRA-2683,Session timeout too short,Bug found in auth module.,High,Resolved,Unknown,Unknown,Unknown,Testing,Deployment,,2024-04-22 00:00:00,38.3,Safari,Windows,,Performance
JIRA,JIRA-1622,File upload fails for PDF files,Bug found in auth module.,Unknown,Closed,Authentication,Unknown,qa.team@company.com,Development,Maintenance,2024-01-07 04:02:00,2024-01-25 07:32:00,480.0,Internet Explorer,Windows,18.0,Functional
JIRA,JIRA-1489,Chart rendering fails with large datasets,Bug found in dashboard module.,High,In Progress,Notifications,john.doe@company.com,Unknown,Testing,Development,2024-04-26 10:22:00,,240.0,Chrome,Linux,,Data Integrity
JIRA,JIRA-2348,Payment gateway returns 500 error,Bug found in db module.,Critical,Resolved,Authentication,jane.smith@company.com,jane.smith@company.com,Staging,Design,,2024-02-05 17:46:00,,Internet Explorer,macOS,,API/Integration
JIRA,JIRA-1791,File upload fails for PDF files,Bug found in auth module.,Medium,Open,Database,product@company.com,Unknown,Unknown,Design,2024-12-15 22:03:00,,480.0,Edge,macOS,,Functional
JIRA,JIRA-1904,Form validation bypassed on submit,Bug found in auth module.,Critical,In Progress,Payment,Unknown,Unknown,Development,Testing,,,120.0,Edge,Windows,,Functional
JIRA,JIRA-1978,Search results return wrong data,Bug found in dashboard module.,Medium,Resolved,Notifications,Unknown,product@company.com,Staging,Design,2024-05-28 11:48:00,,32.3,Chrome,Windows,,Data Integrity
JIRA,JIRA-1951,User permissions not applied correctly,Bug found in payment module.,Medium,In Progress,Dashboard,Unknown,Unknown,Unknown,Maintenance,,,205.0,Edge,macOS,,Security
JIRA,JIRA-1244,Slow query on reports page,Bug found in payment module.,Low,Resolved,Dashboard,qa.team@company.com,Unknown,Staging,Testing,,,18.3,Firefox,macOS,,Performance
JIRA,JIRA-1603,Payment gateway returns 500 error,Bug found in api module.,Critical,Open,Payment,Unknown,Unknown,Development,Development,2024-11-07 10:32:00,,120.0,Firefox,Windows,,API/Integration
JIRA,JIRA-1315,Slow query on reports page,Bug found in auth module.,Critical,Open,Authentication,product@company.com,jane.smith@company.com,Production,Maintenance,,2024-12-30 00:00:00,5.6,,Windows,,Performance
JIRA,JIRA-1607,Mobile app crashes on startup,Bug found in auth module.,Critical,In Progress,Notifications,jane.smith@company.com,Unknown,Testing,Unknown,2024-07-23 06:27:00,,480.0,Chrome,Windows,,Crash/Fatal
JIRA,JIRA-1196,Password reset link expired instantly,Bug found in payment module.,Critical,Open,API,john.doe@company.com,Unknown,Development,Design,2024-06-15 15:50:00,2024-06-26 07:50:00,,Chrome,Linux,10.0,Functional
JIRA,JIRA-2064,Login button not responding on mobile,Bug found in payment module.,High,In Progress,Unknown,dev.lead@company.com,Unknown,Testing,Maintenance,2024-01-29 11:35:00,2024-02-03 04:35:00,480.0,Chrome,Windows,4.0,UI/Visual
JIRA,JIRA-1738,Login button not responding on mobile,Bug found in dashboard module.,Critical,Closed,API,dev.lead@company.com,qa.team@company.com,Production,Development,2024-09-23 06:25:00,,,Safari,macOS,,UI/Visual
JIRA,JIRA-1036,Form validation bypassed on submit,Bug found in db module.,High,In Progress,Authentication,qa.team@company.com,dev.lead@company.com,Development,Design,2024-08-10 22:38:00,2024-08-31 00:00:00,,,Linux,20.0,Functional
JIRA,JIRA-1477,Slow query on reports page,Bug found in db module.,Critical,Open,Payment,Unknown,Unknown,Production,Deployment,,,28.9,Internet Explorer,,,Performance
JIRA,JIRA-2211,Password reset link expired instantly,Bug found in db module.,Critical,Open,API,john.doe@company.com,john.doe@company.com,Staging,Testing,,2024-03-17 18:58:00,150.0,Safari,Linux,,Functional
JIRA,JIRA-2331,Database timeout on user search,Bug found in api module.,Medium,Resolved,Notifications,Unknown,jane.smith@company.com,Development,Deployment,2024-08-15 11:08:00,,120.0,Chrome,Windows,,Performance
JIRA,JIRA-1670,Null pointer exception in auth module,Bug found in auth module.,High,Resolved,Authentication,dev.lead@company.com,product@company.com,Testing,Requirements,2024-05-10 04:09:00,,,Edge,Windows,,Crash/Fatal
JIRA,JIRA-1422,Password reset link expired instantly,Bug found in dashboard module.,Critical,Open,Database,john.doe@company.com,qa.team@company.com,Development,Development,,2024-10-24 23:10:00,,Chrome,Android,,Functional
JIRA,JIRA-1518,Null pointer exception in auth module,Bug found in api module.,Unknown,Open,Dashboard,product@company.com,qa.team@company.com,Development,Testing,2024-06-09 18:38:00,,120.0,Chrome,Windows,,Crash/Fatal
JIRA,JIRA-2240,Search results return wrong data,Bug found in payment module.,High,Closed,Unknown,product@company.com,Unknown,Unknown,Design,2024-07-05 15:04:00,,12.6,Chrome,Linux,,Data Integrity
JIRA,JIRA-2917,Login button not responding on mobile,Bug found in db module.,Low,Open,API,Unknown,Unknown,Production,Development,2024-01-12 09:51:00,,27.5,Firefox,,,UI/Visual
JIRA,JIRA-2160,Timezone conversion incorrect,Bug found in api module.,Low,Resolved,Payment,jane.smith@company.com,product@company.com,Testing,Unknown,,2024-06-22 00:00:00,,Chrome,Linux,,Functional
JIRA,JIRA-1260,Email notifications not being sent,Bug found in auth module.,Unknown,Resolved,Database,Unknown,jane.smith@company.com,Production,Design,2024-12-14 14:57:00,,480.0,Firefox,macOS,,Functional
JIRA,JIRA-2268,Password reset link expired instantly,Bug found in auth module.,Medium,In Progress,API,Unknown,product@company.com,Staging,Unknown,,,,Safari,Windows,,Functional
JIRA,JIRA-1095,Null pointer exception in auth module,Bug found in api module.,Medium,Closed,Dashboard,dev.lead@company.com,jane.smith@company.com,Production,Testing,2024-02-17 21:13:00,,,Chrome,Windows,,Crash/Fatal
JIRA,JIRA-2667,API rate limiter not working,Bug found in api module.,High,In Progress,Notifications,jane.smith@company.com,jane.smith@company.com,Production,Deployment,2024-06-28 04:00:00,,97.0,Firefox,Android,,API/Integration
JIRA,JIRA-2925,Export to CSV produces empty file,Bug found in db module.,Low,Resolved,Notifications,Unknown,product@company.com,Testing,Requirements,,2024-06-19 00:00:00,120.0,,,,Functional
JIRA,JIRA-1379,User permissions not applied correctly,Bug found in dashboard module.,Low,Open,Payment,Unknown,Unknown,Development,Design,2024-12-13 04:10:00,,,Firefox,iOS,,Security
JIRA,JIRA-2707,Payment gateway returns 500 error,Bug found in auth module.,Medium,Unknown,Authentication,Unknown,qa.team@company.com,Staging,Testing,2024-12-30 23:48:00,,19.4,Internet Explorer,macOS,,API/Integration
JIRA,JIRA-1171,Session timeout too short,Bug found in auth module.,Unknown,Open,Authentication,Unknown,Unknown,Unknown,Development,2024-04-17 15:57:00,,,Firefox,Android,,Performance
JIRA,JIRA-2966,User permissions not applied correctly,Bug found in payment module.,High,Open,Database,Unknown,Unknown,Development,Requirements,,2024-02-25 22:13:00,,Safari,macOS,,Security
JIRA,JIRA-1203,User permissions not applied correctly,Bug found in api module.,High,Open,Database,Unknown,Unknown,Staging,Testing,,2024-06-08 00:00:00,120.0,Firefox,Windows,,Security
JIRA,JIRA-1415,Password reset link expired instantly,Bug found in dashboard module.,High,Resolved,Unknown,Unknown,qa.team@company.com,Development,Design,2024-06-04 08:04:00,,480.0,Firefox,Linux,,Functional
JIRA,JIRA-2943,CSS broken on Safari browser,Bug found in payment module.,High,In Progress,Unknown,qa.team@company.com,Unknown,Staging,Unknown,2024-06-02 04:02:00,,,Chrome,macOS,,UI/Visual
JIRA,JIRA-2805,Chart rendering fails with large datasets,Bug found in db module.,Low,Open,API,jane.smith@company.com,Unknown,Development,Development,,2024-03-26 06:31:00,,Internet Explorer,macOS,,Data Integrity
JIRA,JIRA-2516,UI overlapping on dashboard widgets,Bug found in payment module.,Critical,Unknown,Database,Unknown,Unknown,Staging,Design,2024-11-05 23:51:00,,0.5,Firefox,Windows,,UI/Visual
JIRA,JIRA-2229,API rate limiter not working,Bug found in db module.,Medium,Open,Notifications,qa.team@company.com,qa.team@company.com,Staging,Maintenance,2024-12-19 07:10:00,,120.0,Firefox,macOS,,API/Integration
JIRA,JIRA-1179,API rate limiter not working,Bug found in payment module.,Low,In Progress,Authentication,jane.smith@company.com,Unknown,Development,Testing,2024-04-17 08:57:00,,413.0,Edge,iOS,,API/Integration
JIRA,JIRA-2011,Email notifications not being sent,Bug found in api module.,Critical,Open,Payment,product@company.com,john.doe@company.com,Staging,Design,2024-03-28 16:20:00,,480.0,Chrome,,,Functional
JIRA,JIRA-1430,Chart rendering fails with large datasets,Bug found in api module.,High,Open,Notifications,Unknown,dev.lead@company.com,Testing,Deployment,2024-09-27 12:07:00,,,Chrome,Linux,,Data Integrity
JIRA,JIRA-1643,Email notifications not being sent,Bug found in payment module.,High,In Progress,Database,Unknown,product@company.com,Staging,Design,2024-08-07 11:44:00,,,Edge,Android,,Functional
JIRA,JIRA-2407,Session timeout too short,Bug found in payment module.,Critical,Resolved,Authentication,Unknown,dev.lead@company.com,Production,Unknown,2024-06-20 09:21:00,,,Internet Explorer,Windows,,Performance
JIRA,JIRA-2055,CSS broken on Safari browser,Bug found in db module.,High,Resolved,Unknown,qa.team@company.com,Unknown,Development,Testing,2024-04-15 14:21:00,2024-04-19 07:51:00,120.0,Firefox,Linux,3.0,UI/Visual
JIRA,JIRA-1481,User permissions not applied correctly,Bug found in payment module.,High,In Progress,Dashboard,qa.team@company.com,Unknown,Production,Deployment,2024-03-21 02:14:00,2024-03-31 01:14:00,8.1,Chrome,Android,9.0,Security
JIRA,JIRA-1314,Payment gateway returns 500 error,Bug found in auth module.,High,Open,Notifications,qa.team@company.com,qa.team@company.com,Development,Unknown,2024-03-30 03:46:00,,,Chrome,,,API/Integration
JIRA,JIRA-1441,Email notifications not being sent,Bug found in dashboard module.,Unknown,Closed,Payment,Unknown,Unknown,Production,Requirements,2024-12-02 08:58:00,,338.0,Firefox,macOS,,Functional
JIRA,JIRA-2942,Export to CSV produces empty file,Bug found in api module.,Critical,Resolved,Dashboard,dev.lead@company.com,product@company.com,Unknown,Requirements,,,,Internet Explorer,Windows,,Functional
JIRA,JIRA-1960,Timezone conversion incorrect,Bug found in payment module.,Low,In Progress,Payment,john.doe@company.com,product@company.com,Development,Design,2024-09-06 00:28:00,,174.0,Internet Explorer,macOS,,Functional
JIRA,JIRA-2231,Form validation bypassed on submit,Bug found in dashboard module.,Low,Open,Payment,product@company.com,Unknown,Testing,Maintenance,2024-12-02 06:31:00,2024-12-19 09:31:00,229.0,Chrome,Linux,17.0,Functional
JIRA,JIRA-1844,Form validation bypassed on submit,Bug found in db module.,Critical,Resolved,Authentication,Unknown,Unknown,Production,Development,2024-12-31 17:08:00,2025-01-11 00:00:00,,Chrome,iOS,10.0,Functional
JIRA,JIRA-2375,Chart rendering fails with large datasets,Bug found in dashboard module.,Low,Resolved,Authentication,product@company.com,product@company.com,Production,Testing,,2024-08-22 00:00:00,,Firefox,Linux,,Data Integrity
JIRA,JIRA-2415,Export to CSV produces empty file,Bug found in api module.,Unknown,Open,Dashboard,jane.smith@company.com,product@company.com,Staging,Design,2024-05-15 11:45:00,,32.6,Safari,Linux,,Functional
JIRA,JIRA-2271,Session timeout too short,Bug found in payment module.,Medium,Resolved,Notifications,john.doe@company.com,jane.smith@company.com,Development,Maintenance,2024-10-24 13:53:00,,20.7,Chrome,macOS,,Performance
JIRA,JIRA-2059,Export to CSV produces empty file,Bug found in db module.,Medium,Open,Authentication,Unknown,Unknown,Staging,Maintenance,2024-09-19 19:03:00,,,Chrome,Android,,Functional
JIRA,JIRA-1918,Password reset link expired instantly,Bug found in auth module.,Low,Open,API,dev.lead@company.com,john.doe@company.com,Staging,Testing,,2024-09-28 12:04:00,,,,,Functional
JIRA,JIRA-2544,Session timeout too short,Bug found in api module.,High,In Progress,API,product@company.com,dev.lead@company.com,Production,Design,,,261.0,Safari,Android,,Performance
JIRA,JIRA-2020,Chart rendering fails with large datasets,Bug found in dashboard module.,Low,Closed,Notifications,Unknown,jane.smith@company.com,Development,Maintenance,2024-02-13 12:54:00,2024-02-27 00:00:00,20.6,Safari,Windows,13.0,Data Integrity
JIRA,JIRA-2179,Null pointer exception in auth module,Bug found in payment module.,Critical,Open,Unknown,product@company.com,Unknown,Unknown,Development,2024-06-15 04:59:00,,,,Linux,,Crash/Fatal
JIRA,JIRA-1126,Session timeout too short,Bug found in dashboard module.,Medium,Resolved,Payment,Unknown,dev.lead@company.com,Production,Requirements,2024-08-01 23:10:00,,,Firefox,Windows,,Performance
JIRA,JIRA-2192,CSS broken on Safari browser,Bug found in db module.,Critical,Closed,Authentication,jane.smith@company.com,product@company.com,Development,Design,2024-11-09 17:45:00,,,Safari,,,UI/Visual
JIRA,JIRA-2511,Mobile app crashes on startup,Bug found in db module.,Medium,Resolved,Authentication,qa.team@company.com,Unknown,Production,Testing,2024-04-11 08:34:00,,,Firefox,iOS,,Crash/Fatal
JIRA,JIRA-1544,Null pointer exception in auth module,Bug found in payment module.,High,Open,Database,john.doe@company.com,qa.team@company.com,Development,Maintenance,2024-08-31 22:47:00,,,Internet Explorer,Linux,,Crash/Fatal
JIRA,JIRA-1965,Database timeout on user search,Bug found in dashboard module.,Critical,Resolved,Notifications,jane.smith@company.com,john.doe@company.com,Staging,Unknown,2024-01-15 05:09:00,,,Internet Explorer,,,Performance
JIRA,JIRA-1824,Slow query on reports page,Bug found in payment module.,Critical,Open,Notifications,john.doe@company.com,product@company.com,Testing,Maintenance,,,96.0,Internet Explorer,macOS,,Performance
JIRA,JIRA-1470,Chart rendering fails with large datasets,Bug found in auth module.,Unknown,Open,Notifications,Unknown,Unknown,Production,Requirements,2024-04-18 16:31:00,2024-05-02 07:31:00,433.0,Chrome,iOS,13.0,Data Integrity
JIRA,JIRA-1099,API rate limiter not working,Bug found in auth module.,Medium,Closed,Dashboard,john.doe@company.com,qa.team@company.com,Testing,Maintenance,2024-07-05 16:35:00,2024-07-31 00:00:00,,Internet Explorer,,25.0,API/Integration
JIRA,JIRA-2816,Password reset link expired instantly,Bug found in api module.,Unknown,Open,API,Unknown,product@company.com,Staging,Maintenance,2024-05-03 18:07:00,,120.0,Firefox,Linux,,Functional
JIRA,JIRA-1043,File upload fails for PDF files,Bug found in dashboard module.,Medium,In Progress,API,Unknown,dev.lead@company.com,Development,Unknown,2024-06-02 06:57:00,2024-06-30 00:00:00,,Chrome,,27.0,Functional
JIRA,JIRA-2131,Payment gateway returns 500 error,Bug found in db module.,Low,Closed,Database,qa.team@company.com,product@company.com,Staging,Deployment,2024-10-06 17:53:00,,,Chrome,Windows,,API/Integration
JIRA,JIRA-2525,Memory leak in background service,Bug found in api module.,Medium,Open,Unknown,Unknown,qa.team@company.com,Development,Requirements,2024-08-23 02:48:00,,,Firefox,Linux,,Performance
JIRA,JIRA-2084,Null pointer exception in auth module,Bug found in payment module.,Critical,Open,Unknown,Unknown,product@company.com,Testing,Testing,,2024-12-08 00:00:00,8.0,Chrome,Windows,,Crash/Fatal
JIRA,JIRA-2151,Mobile app crashes on startup,Bug found in auth module.,Low,Open,Database,qa.team@company.com,Unknown,Staging,Testing,2024-06-13 18:42:00,,,,Android,,Crash/Fatal
JIRA,JIRA-2784,UI overlapping on dashboard widgets,Bug found in api module.,Critical,In Progress,Authentication,qa.team@company.com,Unknown,Staging,Development,2024-05-19 08:37:00,2024-06-15 02:37:00,,Internet Explorer,Linux,26.0,UI/Visual
JIRA,JIRA-1113,Email notifications not being sent,Bug found in dashboard module.,Unknown,Open,Dashboard,Unknown,Unknown,Testing,Testing,,2024-03-04 13:21:00,480.0,Edge,Linux,,Functional
JIRA,JIRA-1527,Timezone conversion incorrect,Bug found in auth module.,Low,Unknown,Unknown,Unknown,product@company.com,Production,Testing,,2024-01-10 00:00:00,120.0,Firefox,macOS,,Functional
JIRA,JIRA-1984,Search results return wrong data,Bug found in dashboard module.,High,Resolved,Notifications,Unknown,Unknown,Testing,Design,2024-05-26 00:43:00,2024-06-03 00:00:00,480.0,,,7.0,Data Integrity
JIRA,JIRA-1123,Form validation bypassed on submit,Bug found in dashboard module.,Medium,Open,Notifications,qa.team@company.com,dev.lead@company.com,Development,Design,2024-10-05 20:46:00,,,Internet Explorer,macOS,,Functional
JIRA,JIRA-1273,File upload fails for PDF files,Bug found in auth module.,Medium,Closed,Notifications,dev.lead@company.com,dev.lead@company.com,Production,Development,2024-10-07 12:56:00,2024-10-15 00:00:00,480.0,Firefox,,7.0,Functional
JIRA,JIRA-1876,Session timeout too short,Bug found in api module.,Low,Open,Payment,product@company.com,product@company.com,Production,Requirements,2024-06-25 15:02:00,,,Firefox,Linux,,Performance
JIRA,JIRA-2626,Session timeout too short,Bug found in payment module.,High,Open,API,product@company.com,Unknown,Development,Requirements,2024-04-20 21:48:00,2024-04-30 19:48:00,,Chrome,,9.0,Performance
JIRA,JIRA-2914,Chart rendering fails with large datasets,Bug found in api module.,Low,Resolved,Database,john.doe@company.com,qa.team@company.com,Production,Maintenance,,,,Edge,iOS,,Data Integrity
JIRA,JIRA-2758,Email notifications not being sent,Bug found in dashboard module.,Medium,Closed,Authentication,dev.lead@company.com,qa.team@company.com,Development,Design,2024-04-14 19:32:00,2024-05-14 06:32:00,,Internet Explorer,Windows,29.0,Functional
JIRA,JIRA-1279,File upload fails for PDF files,Bug found in api module.,Medium,Closed,Payment,dev.lead@company.com,john.doe@company.com,Staging,Development,2024-12-04 08:20:00,2024-12-24 09:20:00,,Firefox,iOS,20.0,Functional
JIRA,JIRA-2301,Payment gateway returns 500 error,Bug found in db module.,High,Resolved,Dashboard,qa.team@company.com,product@company.com,Unknown,Requirements,,,344.0,Safari,Linux,,API/Integration
JIRA,JIRA-1348,Chart rendering fails with large datasets,Bug found in auth module.,Medium,Resolved,Notifications,product@company.com,dev.lead@company.com,Testing,Requirements,2024-06-20 16:01:00,2024-07-11 19:01:00,480.0,Firefox,,21.0,Data Integrity
